KID,LATITUDE,LONGITUDE,IP(DCA),B,D,Pressure,So,Sw,K,Porosity,Skin,Q,Shaliness
1001217688,39.0464072,-99.1912789,154,0.01630054,16.9677,962,0.794,0.295,6,0.0659,1.43,49,0.192
1001218587,39.0504779,-99.2492558,92,0.00063901,0.7727,969,0.735,0.251,35,0.0735,5.34,1197,0.234
1001218588,39.0541732,-99.2422509,62,0.00096901,0.6527,915,0.779,0.23,47,0.0618,9.25,235,0.138
1001218263,39.0586033,-99.2436053,104,0.00086901,0.4527,1074,0.703,0.206,19,0.0608,7.6,45,0.132
1001218267,39.0577052,-99.2491966,96,0.00069901,0.6727,1074,0.792,0.207,30,0.0714,1.25,115,0.144
1001218268,39.0577246,-99.2468713,64,0.00075801,0.8727,948,0.707,0.256,26,0.0864,6.08,89,0.282
1001217725,39.1139872,-99.2805249,50,0.000999358,50.3105,918,0.759,0.243,4,0.0705,2.88,111066,0.208
1001218684,39.1139682,-99.2781982,47,0.001105722,52.382475,1033,0.629,0.256,19,0.0626,5.87,31088,0.288
1001217719,39.1094368,-99.2843273,95,0.001047304,57.812366,1063,0.725,0.298,36,0.0771,8.35,3000,0.202
1001217720,39.1075773,-99.2843276,88,0.00119539,56.841059,950,0.777,0.259,4,0.0748,3.26,3000,0.287
1001217722,39.113927,-99.2828514,42,0.001002899,53.674888,932,0.788,0.271,43,0.0745,2.84,2670,0.108
1001217721,39.1112508,-99.2933514,80,0.001063747,50.320939,960,0.682,0.228,18,0.0604,7.36,1116,0.135
1028179356,39.1056626,-99.2782268,94,0.001007802,52.516946,1094,0.702,0.214,49,0.0634,7.65,66,0.178
1031893121,39.1081965,-99.2806016,80,0.001000096,58.731743,968,0.603,0.24,31,0.0608,4.17,48,0.24
1033431611,39.0985095,-99.2807029,98,0.001195314,50.913336,1061,0.663,0.227,42,0.0882,3.46,35.75,0.198
1029100682,39.0985,-99.2783765,89,0.001012098,54.326781,908,0.742,0.231,7,0.0631,9.88,30,0.241
1037348629,39.0966968,-99.2807238,99,0.001060792,59.80806,1062,0.76,0.239,16,0.0798,9.81,28,0.268
1028094888,39.1040281,-99.27949,70,0.001074042,51.855365,951,0.794,0.278,33,0.081,1.5,15,0.112
1031893133,39.0966873,-99.2783974,96,0.001074932,57.65329,1093,0.613,0.233,19,0.0707,4.76,10,0.194
1023732396,39.1085991,-99.283001,45,0.001132713,57.231127,949,0.749,0.262,41,0.0708,3.49,8,0.194
1031314901,39.1077775,-99.2782024,41,0.001016986,52.261431,1029,0.643,0.3,18,0.0837,2.47,0.1,0.247
1001218384,39.098569,-99.2518993,87,0.001186044,59.417028,1029,0.648,0.291,37,0.0661,4.58,32640,0.146
1001218386,39.0966971,-99.2565185,81,0.001013248,59.94043,1099,0.602,0.257,26,0.0819,4.11,3500,0.288
1001218385,39.1003487,-99.2519101,52,0.00116668,55.892033,952,0.63,0.295,45,0.0845,1.67,3000,0.259
1001218388,39.1021762,-99.2521064,51,0.001083356,57.120493,948,0.677,0.293,5,0.0856,2.05,3000,0.154
1001218382,39.1021869,-99.2562964,56,0.001036303,56.861833,1024,0.606,0.269,17,0.0864,3.89,2209,0.137
1006042900,39.0967471,-99.2511038,56,0.001034707,59.284772,986,0.787,0.247,10,0.0858,4.71,30,0.267
1005732420,39.0985492,-99.2564285,60,0.001101945,59.727419,1071,0.678,0.225,23,0.0807,6.26,17,0.132
1035180781,39.0985469,-99.2566683,76,0.001033292,59.250592,1025,0.755,0.286,50,0.0703,3.1,8.5,0.293
1001215609,39.1013663,-99.2416632,50,0.001058452,56.388099,1009,0.619,0.253,39,0.0723,1.77,63232,0.229
1001215611,39.1011971,-99.2439202,44,0.001123485,55.206615,1043,0.668,0.299,5,0.0699,9.76,25547,0.137
1001215610,39.102169,-99.2472396,49,0.001068259,58.311783,1098,0.711,0.284,30,0.076,9.73,11018,0.164
1001219084,39.1003973,-99.2472496,73,0.001068437,50.39078,904,0.647,0.243,7,0.0637,7.35,4173,0.188
1001215597,39.1022697,-99.2383508,96,0.001110445,57.346531,947,0.643,0.24,46,0.0691,3.06,19779,0.153
1001215595,39.1013491,-99.2348695,48,0.001021967,54.460801,955,0.8,0.28,48,0.0778,3.75,8612,0.246
1001215596,39.1014791,-99.2323697,44,0.001188192,56.65148,932,0.723,0.238,46,0.0639,2,5483,0.267
1001215590,39.0968315,-99.2383963,42,0.00107495,58.295008,906,0.731,0.294,16,0.0753,5.19,3000,0.233
1001215591,39.0986093,-99.2382552,48,0.001053198,51.987389,1054,0.661,0.221,41,0.089,6.07,3000,0.125
1001215592,39.0968126,-99.2337444,81,0.001138544,59.876962,1019,0.702,0.25,2,0.0724,2.14,3000,0.101
1001215593,39.100457,-99.238366,58,0.001034477,58.679861,948,0.76,0.201,3,0.076,7.17,3000,0.269
1001215594,39.0986247,-99.2336018,97,0.001104151,52.559693,1057,0.615,0.231,9,0.0607,7.02,3000,0.224
1006047799,39.098247,-99.236245,74,0.001058336,55.310017,1006,0.77,0.274,37,0.0679,7.57,142,0.197
1006047743,39.1076692,-99.2394627,74,0.001029888,54.361558,911,0.723,0.259,10,0.0651,5.33,12,0.11
1028008042,39.105858,-99.2830185,86,0.001099192,54.178832,1021,0.781,0.236,47,0.0885,1.47,4,0.236
1006470487,39.1048635,-99.282956,81,0.001154807,59.533308,1053,0.755,0.213,3,0.0818,7.47,30703,0.162
1001218295,39.1066572,-99.2782823,87,0.001126204,56.942906,941,0.636,0.212,38,0.0635,4.16,3000,0.275
1043940590,39.0967735,-99.2499419,55,0.00422302,4.8193,995,0.672,0.267,13,0.071,5.07,7,0.1
1037649865,39.0979793,-99.2497282,75,0.005624804,6.24524,1074,0.74,0.262,46,0.0752,3.27,8,0.221
1001218605,39.0476987,-99.2699806,96,0.006575615,7.99513,974,0.703,0.279,6,0.0678,3.29,1056,0.183
1044760863,39.0397583,-99.237956,112,0.03320892,27.4664,988,0.7,0.203,16,0.0667,8.93,18,0.244
1001216486,39.0755188,-99.1634365,251,0.03513473,28.457987,1085,0.775,0.222,25,0.0608,1.08,48925,0.15
1001216482,39.0773125,-99.1657378,227,0.039826134,28.748693,1022,0.714,0.259,36,0.0856,3.09,94443,0.245
1001216485,39.0774073,-99.1609444,231,0.037864275,29.350884,1037,0.726,0.29,38,0.0697,8.48,88844,0.218
1001216526,39.0755591,-99.1585905,168,0.038817204,29.346248,987,0.762,0.228,11,0.0845,9.66,62727,0.136
1001216483,39.0809772,-99.1610369,200,0.039829237,29.065836,932,0.621,0.271,34,0.0795,5.63,47200,0.1
1001216471,39.0827515,-99.165664,296,0.034130865,28.873311,1075,0.742,0.253,4,0.0708,6.07,38084,0.112
1001216477,39.0830981,-99.1608916,262,0.035139899,27.476165,1043,0.783,0.264,26,0.0856,5.98,35760,0.124
1001216473,39.0863775,-99.1656147,248,0.03987677,28.262172,1002,0.718,0.218,21,0.0772,5.91,35150,0.105
1001216476,39.0793077,-99.1632829,134,0.03868792,27.786534,939,0.744,0.26,10,0.0724,6.49,33730,0.277
1001216472,39.0847769,-99.1655308,226,0.039552462,27.646355,971,0.646,0.28,32,0.0764,5.62,31532,0.226
1001216470,39.0809385,-99.1656886,140,0.03942614,27.8978,1063,0.784,0.254,15,0.0656,7.83,22950,0.211
1001216484,39.0846419,-99.1563361,297,0.038236331,27.57936,915,0.793,0.209,14,0.0634,7.15,20978,0.287
1001216475,39.0845838,-99.1633135,292,0.036684654,27.740654,1071,0.799,0.282,31,0.074,9.43,10444,0.161
1001216527,39.0839667,-99.1493688,195,0.036472401,28.024241,927,0.656,0.205,22,0.0703,9.43,6307,0.262
1001216488,39.0828482,-99.1540348,236,0.037417416,27.567633,905,0.675,0.228,43,0.0738,6.6,6233,0.104
1001216480,39.0873807,-99.1539733,216,0.039755119,28.959396,923,0.6,0.287,47,0.072,5.65,6101,0.2
1001216489,39.0837767,-99.1513796,282,0.033797046,29.197417,943,0.693,0.202,47,0.0606,6.65,5006,0.166
1001216478,39.0864162,-99.1609631,263,0.034938429,28.092862,1010,0.781,0.271,5,0.0613,9.63,4890,0.154
1001216479,39.0882582,-99.1574498,173,0.038842079,29.16636,938,0.604,0.269,4,0.0678,1.84,3700,0.25
1001216474,39.0882195,-99.1621014,232,0.034145658,27.782613,919,0.766,0.237,26,0.0815,3.86,3589,0.265
1001216469,39.0881905,-99.1655901,233,0.038007327,29.124077,983,0.645,0.217,14,0.0875,4.56,3500,0.182
1002911092,39.0875997,-99.1516455,282,0.038192953,27.493728,1094,0.68,0.209,33,0.0663,5.57,2755,0.222
1001216529,39.0864549,-99.1563114,246,0.037561645,28.219597,1019,0.618,0.256,27,0.0715,4.32,2160,0.176
1001216528,39.0875921,-99.1493196,138,0.038932049,28.535717,992,0.695,0.299,49,0.086,6.48,1641,0.228
1001216532,39.0867161,-99.1585543,186,0.037037039,28.370266,1086,0.605,0.285,10,0.0835,1.23,1125,0.255
1001216531,39.0867314,-99.1632064,201,0.033429071,27.489441,1009,0.783,0.241,9,0.0758,1.57,156,0.222
1001216533,39.0809578,-99.1633627,243,0.034866995,29.626617,1085,0.605,0.277,10,0.0623,3.73,93,0.156
1006047701,39.0881805,-99.161193,283,0.034173227,29.16509,934,0.618,0.232,2,0.0755,6.88,41,0.126
1001216530,39.0773333,-99.1632362,295,0.035204419,28.450627,1072,0.748,0.24,31,0.0627,8.59,36,0.166
1002911093,39.0791835,-99.1587357,150,0.033443241,29.351389,918,0.773,0.222,45,0.0839,5.86,35,0.195
1006043982,39.0773661,-99.1592889,142,0.035272964,28.549249,1047,0.628,0.292,24,0.0716,4.11,10,0.201
1042439318,39.0793486,-99.1586947,277,0.037777008,27.963992,1067,0.77,0.294,13,0.0754,1.8,10,0.254
1006043004,39.0809976,-99.1585737,149,0.037430537,29.75778,932,0.714,0.275,36,0.0752,6.94,8,0.215
1006047943,39.0840065,-99.1572979,156,0.035909065,29.285965,1049,0.726,0.252,18,0.0809,9.78,7,0.263
1002911094,39.0737462,-99.1586016,271,0.035997502,29.935303,1019,0.772,0.278,1,0.07,5.2,16751,0.256
1001216492,39.0739478,-99.1563631,265,0.039761199,27.678931,902,0.602,0.257,42,0.079,5.34,8716,0.248
1001216495,39.0649019,-99.165663,238,0.038135531,29.302723,956,0.635,0.208,26,0.0864,3.58,7658,0.29
1001216493,39.0720718,-99.1541437,270,0.03580388,27.826737,925,0.738,0.209,50,0.0631,9.46,6678,0.27
1001216497,39.0702541,-99.1561165,126,0.033859166,29.281441,1036,0.643,0.278,40,0.0768,9.36,3000,0.264
1002911095,39.073017,-99.1518257,195,0.035847612,29.125135,1017,0.745,0.236,14,0.0764,4.69,3000,0.125
1001216491,39.0738616,-99.1634441,216,0.033956279,27.546982,952,0.7,0.247,43,0.0898,6.05,2735,0.214
1001216500,39.0729898,-99.1494935,177,0.033224076,28.912681,1013,0.758,0.202,50,0.0694,9.7,2673,0.115
1001216501,39.0620726,-99.1657692,212,0.03736719,29.309212,966,0.702,0.298,28,0.0794,1.69,2450,0.295
1001216490,39.072043,-99.1657691,153,0.036073686,27.632878,1004,0.638,0.225,39,0.0773,3.09,2420,0.196
1001216499,39.0629853,-99.1632154,137,0.035137817,29.481648,1063,0.651,0.274,47,0.0844,4.34,451,0.168
1008369521,39.070177,-99.1518193,275,0.036649857,29.794732,928,0.642,0.295,7,0.064,4.73,289,0.225
1001216504,39.0746759,-99.1541449,233,0.035980348,29.763743,1038,0.688,0.275,49,0.0865,7.97,234,0.107
1001216502,39.0702475,-99.1587939,126,0.036631514,29.284627,947,0.779,0.266,15,0.0657,8.29,80,0.288
1040988820,39.0649621,-99.1635135,298,0.037378052,27.479763,986,0.644,0.231,39,0.0607,2.87,70,0.166
1036146771,39.0611986,-99.1637609,250,0.033495645,29.662969,990,0.659,0.293,4,0.0786,4.51,66,0.108
1001216668,39.0684174,-99.1657691,141,0.035778623,29.179959,985,0.636,0.277,38,0.0741,8.08,57,0.205
1038695423,39.0616222,-99.1590714,262,0.036927147,29.101492,919,0.717,0.268,7,0.0865,2.98,52,0.127
1001216503,39.0719333,-99.1586189,181,0.039768815,29.53452,1079,0.646,0.247,50,0.0615,7.13,40,0.298
1006042814,39.0717077,-99.1560124,259,0.038514245,27.583812,941,0.607,0.293,3,0.0758,6.88,22,0.294
1006048017,39.0666055,-99.1654002,299,0.034187807,28.814991,993,0.745,0.227,31,0.0793,4.59,21,0.188
1006043596,39.0612008,-99.1518186,243,0.035735799,28.129099,916,0.749,0.255,16,0.0896,4.06,20,0.296
1006041471,39.07015,-99.155061,244,0.034131707,27.704422,1015,0.651,0.211,39,0.074,9.5,14,0.297
1001218253,39.0774092,-99.1541087,257,0.036337326,29.238276,1050,0.607,0.23,12,0.0846,3.06,68154,0.177
1001218484,39.0810352,-99.1540594,282,0.034535835,29.114234,915,0.78,0.3,35,0.086,8.14,13343,0.132
1001218252,39.080148,-99.1517459,187,0.036452416,29.765209,925,0.661,0.284,5,0.0898,6.52,13158,0.218
1001218254,39.0755768,-99.1564591,124,0.039048861,28.887344,1027,0.709,0.217,18,0.0793,9.7,3000,0.257
1001218255,39.076522,-99.1517951,283,0.033497627,27.952653,966,0.705,0.278,7,0.0828,1.75,3000,0.164
1001218256,39.0801674,-99.1494201,287,0.03381368,28.349753,901,0.652,0.213,7,0.0871,2.15,3000,0.232
1001218257,39.0765413,-99.1494693,290,0.03380512,28.733845,1060,0.615,0.204,36,0.0891,5.61,3000,0.142
1001218134,39.0783985,-99.1517344,201,0.038395964,28.772804,934,0.795,0.26,42,0.0795,4.63,86,0.202
1006047941,39.0760111,-99.1537753,1957,0.00029206,0.3492,1073,0.621,0.276,17,0.0661,8.29,20,0.14
1034869852,39.111318,-99.2562378,476,0.0064351,7.1554,907,0.626,0.228,29,0.0823,5.3,23.38,0.21
1006043460,39.1130757,-99.2577503,321,0.005602254,8.31354,1086,0.756,0.211,46,0.0674,5.17,13,0.261
1036437236,39.1129149,-99.2550138,256,0.004980645,6.15121,1039,0.767,0.285,42,0.0678,4,8,0.154
1031431105,39.055725,-99.274116,323,0.00232094,2.709,1078,0.679,0.225,42,0.0688,9.88,70,0.134
1028179352,39.0560821,-99.2722256,254,0.003165454,3.10284,919,0.673,0.231,41,0.0792,7.51,60,0.12
1039147774,39.1153577,-99.2199237,41,0.01638932,16.2602,1074,0.668,0.214,31,0.0756,4.94,40,0.226
1040007991,39.1153524,-99.2172442,350,0.049745201,40.597772,1027,0.705,0.22,28,0.0706,9.13,2,0.243
1001215471,39.1049152,-99.1452517,673,0.069085277,66.615901,953,0.679,0.262,15,0.0878,5.19,760,0.157
1001218348,39.0939904,-99.1655773,422,0.027803539,21.536063,1077,0.604,0.225,21,0.0717,7.24,3430,0.286
1001218349,39.0939827,-99.1632513,331,0.055742537,58.13309,916,0.64,0.263,49,0.0834,8.85,2530,0.149
1001218250,39.0993943,-99.1551101,741,0.036906631,70.650992,900,0.601,0.291,21,0.0827,3.34,82,0.139
1001215549,39.1012481,-99.1550326,514,0.078177133,41.504016,969,0.644,0.282,3,0.0632,2.99,50,0.239
1001218249,39.0975777,-99.1539471,556,0.026793687,68.003025,1052,0.613,0.238,38,0.0621,1.04,50,0.235
1001218379,39.0921155,-99.1476729,409,0.018611907,49.490136,967,0.791,0.216,39,0.0856,2.66,1614,0.226
1001217711,39.1239944,-99.2850741,794,0.047254649,65.481761,1058,0.634,0.22,39,0.0888,3.71,3000,0.268
1001217712,39.1222007,-99.2874188,113,0.042471539,35.902662,1020,0.714,0.238,43,0.0883,5.7,3000,0.28
1001217713,39.1257882,-99.2827295,499,0.030815097,18.194745,1095,0.694,0.277,47,0.0811,8.63,3000,0.114
1001217716,39.1311882,-99.2780223,634,0.06953645,32.888231,1089,0.732,0.214,5,0.0709,3.88,2650,0.22
1001217714,39.1221629,-99.2827652,201,0.044651636,69.313992,1074,0.654,0.239,38,0.0825,7.14,1589,0.247
1001217715,39.1276197,-99.2850384,336,0.074189411,35.44046,1022,0.743,0.246,20,0.0673,7.13,116,0.224
1006045557,39.123126,-99.2897366,568,0.054880333,50.278081,960,0.792,0.278,44,0.0678,9.52,44,0.26
1037789375,39.1228757,-99.2880118,60,0.037542589,19.051998,930,0.759,0.29,42,0.0602,2.78,35,0.243
1001218291,39.109513,-99.2301374,334,0.061372796,51.0926,1009,0.778,0.289,2,0.0716,2.19,1785,0.124
1001218132,39.1077078,-99.2278299,782,0.076595483,23.030349,1075,0.763,0.28,38,0.0879,8.87,25,0.265
1001217662,39.0859265,-99.3090154,564,0.027339445,32.4923,1095,0.686,0.254,23,0.0769,7.08,341,0.157
1001217730,39.0786869,-99.3136562,192,0.037409026,48.833624,1001,0.676,0.253,22,0.0698,1.09,235,0.264
1044204741,39.0871345,-99.3100531,760,0.041675811,37.707556,941,0.637,0.291,11,0.0622,7.16,25,0.109
1040001498,39.0802387,-99.3136082,99,0.028778116,67.623457,943,0.623,0.254,36,0.0674,9.48,12,0.241
1040001509,39.0860277,-99.3066387,221,0.024323325,39.939245,940,0.659,0.223,23,0.0863,6.33,7,0.156
1026657896,39.1003127,-99.2783556,758,0.064196718,28.111609,957,0.789,0.278,48,0.0736,3.02,35,0.214
1033431613,39.100327,-99.2818451,296,0.038852407,43.617264,992,0.682,0.23,48,0.0756,6.43,25,0.115
1031523205,39.1021302,-99.2794978,430,0.050940606,27.08432,1077,0.749,0.204,38,0.0732,2.42,15,0.139
1001217802,39.0738217,-99.1471682,212,0.018607417,41.181925,1010,0.671,0.258,41,0.0688,4.95,2991,0.107
1001217803,39.0704659,-99.1478016,434,0.060400513,70.76822,989,0.606,0.226,26,0.0688,6.58,1768,0.273
1001217805,39.0701566,-99.1425171,612,0.074890712,41.775748,1023,0.694,0.264,16,0.0787,2.44,58,0.15
1001217804,39.0737822,-99.1425171,622,0.055375076,43.549954,1091,0.629,0.284,4,0.0718,9.25,322,0.233
1001217806,39.0737624,-99.1401915,549,0.052341168,25.423659,966,0.7,0.246,4,0.0657,8.21,67,0.288
1006043002,39.0720089,-99.1471682,658,0.06401816,21.91002,1088,0.667,0.267,25,0.0658,4.08,14,0.259
1036146819,39.0719616,-99.141601,292,0.040392861,35.157386,1065,0.612,0.234,19,0.0646,4.55,5,0.259
1001219338,39.0132119,-99.2658902,218,0.023553088,54.869793,1058,0.62,0.261,1,0.0784,8.74,103,0.132
1044000952,39.0916514,-99.1769789,794,0.024874566,43.453725,1048,0.716,0.294,38,0.0767,7.32,24,0.241
1044876790,39.0901124,-99.1770141,500,0.062242565,24.874918,1082,0.682,0.222,50,0.0677,5.41,5,0.143
1033660799,39.0490825,-99.3089029,473,0.036576662,79.559218,909,0.735,0.289,40,0.0728,5.34,115,0.144
1001218048,39.0536687,-99.1887828,626,0.072003154,55.982262,1077,0.68,0.3,32,0.0698,7.71,150,0.277
1001217690,39.0582036,-99.1865802,433,0.045477216,63.124652,950,0.708,0.251,45,0.0607,8.23,137,0.286
1001218049,39.0563678,-99.188913,566,0.075456189,70.253148,1070,0.691,0.263,13,0.067,6.42,125,0.237
1001217692,39.0572972,-99.1865841,502,0.06988149,62.303333,1085,0.783,0.282,21,0.0785,2,100,0.179
1001218047,39.0591223,-99.1889007,625,0.056489306,71.403114,1022,0.759,0.212,4,0.0614,10,40,0.298
1037589108,39.0536714,-99.1865993,78,0.073180537,45.778336,954,0.708,0.252,21,0.0877,9.39,10,0.177
1043128057,39.0559182,-99.1871535,349,0.05867356,43.096604,1047,0.77,0.297,30,0.0836,9.68,8,0.289
1035940841,39.0396482,-99.1962544,670,0.053824402,77.750074,1091,0.61,0.282,37,0.0763,7.95,12,0.217
1001218316,39.1106288,-99.2740699,409,0.04804741,53.53681,1094,0.606,0.247,3,0.0622,3.34,3000,0.104
1001218317,39.1130025,-99.27592,311,0.033966261,73.736758,963,0.606,0.228,38,0.0649,3.89,3000,0.224
1001218318,39.1148599,-99.2735375,454,0.025044946,76.673213,1080,0.664,0.267,48,0.0704,2.63,3000,0.162
1001289446,39.1411703,-99.2613218,178,0.040123791,43.904412,901,0.782,0.207,50,0.0882,2.25,57,0.136
1001289429,39.1411741,-99.2636916,662,0.055230731,60.096503,1015,0.794,0.247,35,0.09,9.47,40,0.293
1037043911,39.043583,-99.199449,264,0.049087896,27.853035,927,0.742,0.266,14,0.0819,3.58,36,0.133
1032576740,38.9847449,-99.1943328,207,0.049062485,33.578056,955,0.724,0.235,2,0.0879,2.3,40,0.182
1001218626,39.1271376,-99.2681727,630,0.033166934,23.476629,1096,0.709,0.272,17,0.0853,1.93,17979,0.297
1001218618,39.1230563,-99.2687881,746,0.033161733,54.129699,1015,0.787,0.29,21,0.069,8.15,13185,0.239
1001218327,39.1185,-99.2746825,658,0.031407866,43.912005,993,0.691,0.218,9,0.0775,4.99,2464,0.118
1001218328,39.1203129,-99.2746519,449,0.042471375,54.378242,1068,0.782,0.254,16,0.0618,8.23,200,0.125
1001217701,39.1276892,-99.2709486,430,0.052037283,19.140923,976,0.61,0.255,5,0.0791,5.09,35,0.163
1001216437,39.0772067,-99.2003594,108,0.01468729,14.8534,944,0.649,0.268,42,0.0616,7.33,2971,0.285
1001218422,39.0790195,-99.2003404,120,0.017366214,17.140174,1084,0.727,0.271,14,0.0802,5.9,2943,0.226
1001216438,39.0753939,-99.2003783,134,0.014711167,16.598678,1086,0.753,0.211,39,0.0894,6.17,2864,0.186
1001218421,39.0808322,-99.2003215,127,0.017432078,16.348863,942,0.68,0.279,30,0.0689,1.28,2471,0.262
1001216436,39.0772105,-99.2026849,137,0.018607681,19.901943,1015,0.703,0.272,3,0.0861,3.33,2309,0.245
1001218420,39.080778,-99.2024714,147,0.016893402,17.522133,1089,0.77,0.26,27,0.0882,7.21,2168,0.248
1001218655,39.0790232,-99.202666,143,0.019683891,15.812747,976,0.763,0.209,11,0.0696,9.05,1560,0.187
1002910705,39.0896859,-99.2049506,119,0.01908034,16.935297,1087,0.699,0.294,49,0.0818,9.88,540,0.238
1001218402,39.0824351,-99.205203,146,0.018815676,17.667215,1095,0.705,0.214,33,0.085,7.4,304,0.184
1001218591,39.0880833,-99.2002457,101,0.015041581,16.835461,954,0.656,0.262,17,0.0737,5.49,2722,0.161
1001216434,39.086263,-99.1956136,149,0.015325784,17.17479,1084,0.757,0.29,7,0.0677,8.4,2653,0.11
1001216433,39.0884409,-99.1950431,100,0.016015284,19.340955,1003,0.669,0.287,22,0.0799,7.88,2632,0.169
1001216432,39.0880795,-99.1979202,101,0.014881665,18.158664,964,0.689,0.205,24,0.0651,6.5,2380,0.286
1001216435,39.0862687,-99.1991019,150,0.01742865,15.673181,902,0.742,0.215,50,0.0885,5.94,2316,0.205
1001218457,39.0880871,-99.2025712,127,0.017942453,16.121608,938,0.76,0.205,38,0.0716,3.95,1920,0.159
1001218458,39.0856683,-99.2032039,125,0.01563541,17.597491,1067,0.639,0.227,23,0.082,3.46,40,0.245
1001217872,39.0855532,-99.1982891,102,0.017819877,17.016631,1048,0.636,0.229,40,0.0652,4.67,25,0.112
1043973523,39.0715363,-99.2119317,147,0.015787629,15.672304,1025,0.761,0.246,38,0.0769,5.77,8,0.152
1001218463,39.0844502,-99.1956326,111,0.0158147,17.973731,1012,0.675,0.235,20,0.0811,8.28,2873,0.285
1001218461,39.0826412,-99.197977,147,0.018606322,16.288948,1052,0.628,0.24,24,0.0887,4.94,2733,0.17
1005732552,39.0825557,-99.2002907,108,0.018091816,16.521413,942,0.61,0.205,42,0.0637,2.58,2634,0.232
1001218459,39.0844616,-99.2026091,133,0.01760996,16.852167,995,0.764,0.201,29,0.0722,3.54,1800,0.101
1001216705,39.0969627,-99.2025652,148,0.01531128,18.164316,928,0.628,0.204,4,0.0791,6.27,475,0.288
1001217808,39.0844597,-99.2014464,144,0.016237221,15.811318,962,0.641,0.205,13,0.0749,6.31,15,0.27
1001217975,39.0678937,-99.3161609,141,0.015743123,16.097075,961,0.723,0.278,21,0.0877,7.25,3000,0.271
1001217976,39.0694373,-99.3207816,235,0.016344938,16.810002,1072,0.644,0.231,19,0.0751,1.35,3000,0.235
1001217974,39.0714176,-99.3183875,1620,0.00151032,1.7799,978,0.794,0.219,13,0.0781,7.21,3000,0.293
1001218574,39.073198,-99.3207565,1546,0.00119248,1.264862,965,0.622,0.293,43,0.0819,2.35,3000,0.102
1001217977,39.0731491,-99.3229768,1452,0.001755233,1.623242,934,0.696,0.257,16,0.0775,5.53,2762,0.153
1001218214,39.0714293,-99.3207476,1203,0.001953235,1.321354,1027,0.617,0.244,2,0.0822,6.67,114,0.193
1042763681,38.9804479,-99.2904183,27,0.00391969,4.4892,1095,0.77,0.298,19,0.0825,7.88,18,0.147
1001218273,39.1149613,-99.288858,67,0.01261649,13.0625,914,0.611,0.27,5,0.0833,9.34,2955,0.225
1013318696,39.1166841,-99.2921255,75,0.01266864,13.306399,938,0.695,0.277,40,0.0602,7.16,182,0.253
1001218054,39.1057889,-99.2875983,155,0.012765774,13.92768,1027,0.675,0.228,16,0.0801,1.01,50,0.206
1006794755,39.1122107,-99.2899906,291,0.012704507,13.998345,1013,0.764,0.206,41,0.0782,7.19,35,0.106
1044216974,39.1104203,-99.2877466,382,0.012863975,13.880208,952,0.678,0.234,6,0.0663,7.87,26,0.178
1001217843,39.1166746,-99.2897991,399,0.012905139,13.107582,946,0.672,0.253,30,0.0888,8.53,25,0.156
1001217930,39.1166937,-99.2944519,381,0.012894692,13.562431,1067,0.744,0.202,30,0.0811,3.34,25,0.289
1001217723,39.1121333,-99.2875251,372,0.012861799,13.629816,1013,0.675,0.201,44,0.0633,3.33,3000,0.112
1022362230,39.0614888,-99.320167,179,0.012700918,13.683074,1030,0.679,0.3,29,0.0809,6.79,60,0.161
1031535554,39.0538756,-99.302309,344,0.012907001,13.726213,901,0.715,0.232,13,0.064,1.15,145,0.203
1001217657,39.0766741,-99.3229854,202,0.012856566,13.816769,1093,0.71,0.294,1,0.0727,2.1,2452,0.143
1006041497,39.0750274,-99.3184376,272,0.012924828,13.238881,1080,0.677,0.206,16,0.0836,1.91,43,0.166
1001218418,39.0823584,-99.3205845,180,0.012915008,13.092717,926,0.761,0.211,6,0.0752,1.81,282,0.163
1001216737,39.0875545,-99.3228388,182,0.012646571,13.834201,936,0.64,0.21,15,0.0665,8.54,6,0.153
1001218404,39.0825612,-99.2072647,203,0.00797144,8.7064,949,0.721,0.203,13,0.0654,5.45,3097,0.237
1001218562,39.0733225,-99.2142308,231,0.008039682,9.163691,935,0.617,0.276,4,0.0725,6.87,3039,0.274
1001218566,39.0678564,-99.2166354,219,0.008621358,9.357166,903,0.778,0.227,42,0.0841,5.01,2822,0.117
1001218564,39.0696963,-99.2142836,208,0.008612566,9.565278,1005,0.75,0.23,18,0.0887,9.9,2751,0.111
1001218559,39.0697232,-99.2119581,205,0.008795166,9.060812,915,0.621,0.209,14,0.0735,6.08,2646,0.182
1001218569,39.0732957,-99.2165563,222,0.008875146,8.928689,1091,0.609,0.216,36,0.0709,7.03,2646,0.238
1001218565,39.0678832,-99.2143099,200,0.008301776,8.774077,1089,0.792,0.2,49,0.0655,5.53,2434,0.197
1001218567,39.0696695,-99.216609,248,0.008307097,9.383346,1083,0.777,0.299,48,0.0839,9.44,2426,0.25
1001218558,39.0715899,-99.2072808,244,0.008387861,9.352067,1023,0.69,0.257,31,0.0701,7.29,2307,0.16
1001218568,39.0714826,-99.2165826,220,0.008277813,8.787245,951,0.795,0.269,28,0.0786,2.8,1643,0.111
1001218572,39.0660164,-99.2189872,224,0.008557302,9.402325,1073,0.692,0.248,6,0.079,9.15,1181,0.125
1008370398,39.069758,-99.2075118,226,0.008943881,9.367383,1010,0.764,0.209,46,0.064,6.19,788,0.215
1001218403,39.0843399,-99.2086093,232,0.008629167,9.647087,986,0.793,0.216,47,0.0729,2.58,356,0.231
